Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2014,201401,January 2014,6,1,1,Imports,276,Germany,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,,,95,,,0
HS,2014,201401,January 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,248544,,1453732,,,0
HS,2014,201402,February 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,164211,,508961,,,0
HS,2014,201403,March 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,98072,,387603,,,0
HS,2014,201404,April 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,122458,,444812,,,0
HS,2014,201405,May 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,180192,,844024,,,0
HS,2014,201406,June 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,84692,,273070,,,0
HS,2014,201407,July 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,28475,,140355,,,0
HS,2014,201408,August 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,62685,,245786,,,0
HS,2014,201409,September 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,68598,,250952,,,0
HS,2014,201410,October 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,52547,,145334,,,0
HS,2014,201411,November 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,53800,,210988,,,0
HS,2014,201412,December 2014,6,1,1,Imports,398,Kazakhstan,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,97643,,339950,,,0
HS,2014,201408,August 2014,6,1,1,Imports,428,Latvia,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,210,,1438,,,0
HS,2014,201403,March 2014,6,1,1,Imports,804,Ukraine,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,28304,,124480,,,0
HS,2014,201404,April 2014,6,1,1,Imports,804,Ukraine,,643,Russian Federation,,,,,,,,,040510,Butter,0,,,,,,50048,,266453,,,0
